hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,remaining_unresolved_bucket,remaining_review_required,resolution_status,resolved_res,resolved_nr,resolved_total,resolved_matching_sources,resolved_matching_source_count,resolved_source_rule
EB3187,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,22,3,25,22,3,25,21,3,24,,,,22,3,25,22,3,25,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,22,3,25,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,22,3,25,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3189,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,20,2,22,20,2,22,19,2,21,,,,20,2,22,20,2,22,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,20,2,22,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,20,2,22,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3191,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,37,4,41,37,4,41,36,3,39,,,,37,4,41,37,4,41,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,37,4,41,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,37,4,41,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3194,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,33,4,37,33,4,37,33,3,36,,,,33,4,37,33,4,37,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,33,4,37,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,33,4,37,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3198,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,46,5,51,46,5,51,45,4,49,,,,46,5,51,46,5,51,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,46,5,51,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,46,5,51,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3199,Wasatch Mtns,Elk,Bull,Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,9,1,10,9,1,10,8,1,9,,,,9,1,10,9,1,10,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,9,1,10,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,9,1,10,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
GO6800,Beaver,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,7,2,9,7,2,9,6,2,8,,,,7,2,9,7,2,9,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,7,2,9,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,7,2,9,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
GO6821,Nebo,Mountain Goat,Hunters Choice,Archery,Once-in-a-lifetime,Sept 16 2026 - Sept 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,12,0,12,12,0,12,11,0,11,,,,12,0,12,12,0,12,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,12,0,12,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,12,0,12,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,19,3,22,19,3,22,18,2,20,,,,19,3,22,19,3,22,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,19,3,22,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,19,3,22,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5008,"Fillmore, Oak Creek South",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,15,2,17,15,2,17,14,2,16,,,,15,2,17,15,2,17,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,15,2,17,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,15,2,17,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,30,3,33,30,3,33,29,3,32,,,,30,3,33,30,3,33,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,30,3,33,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,30,3,33,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5015,"San Rafael, North",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,21,2,23,21,2,23,20,2,22,,,,21,2,23,21,2,23,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,21,2,23,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,21,2,23,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5018,Southwest Desert,Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,31,4,35,31,4,35,30,4,34,,,,31,4,35,31,4,35,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,31,4,35,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,31,4,35,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5024,Southwest Desert,Pronghorn,Buck,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,31,4,35,31,4,35,30,4,34,,,,31,4,35,31,4,35,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,31,4,35,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,31,4,35,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5025,Beaver,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,43,5,48,43,5,48,42,5,47,,,,43,5,48,43,5,48,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,43,5,48,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,43,5,48,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,50,6,56,50,6,56,49,6,55,,,,50,6,56,50,6,56,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,50,6,56,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,50,6,56,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5033,"Fillmore, Oak Creek South",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,46,5,51,46,5,51,44,5,49,,,,46,5,51,46,5,51,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,46,5,51,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,46,5,51,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,89,10,99,89,10,99,87,9,96,,,,89,10,99,89,10,99,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,89,10,99,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,89,10,99,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5042,Pine Valley,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,21,2,23,21,2,23,20,2,22,,,,21,2,23,21,2,23,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,21,2,23,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,21,2,23,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5046,"San Rafael, North",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,62,7,69,62,7,69,59,6,65,,,,62,7,69,62,7,69,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,62,7,69,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,62,7,69,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5047,Diamond Mtn/Bonanza,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,50,6,56,50,6,56,48,5,53,,,,50,6,56,50,6,56,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,50,6,56,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,50,6,56,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5049,Southwest Desert,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,94,11,105,94,11,105,92,10,102,,,,94,11,105,94,11,105,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,94,11,105,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,94,11,105,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5050,"West Desert, Riverbed",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,73,8,81,73,8,81,72,8,80,,,,73,8,81,73,8,81,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,73,8,81,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,73,8,81,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5056,"San Rafael, North",Pronghorn,Buck,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,21,2,23,21,2,23,20,2,22,,,,21,2,23,21,2,23,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,21,2,23,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,21,2,23,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,30,3,33,30,3,33,30,2,32,,,,30,3,33,30,3,33,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,30,3,33,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,30,3,33,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5076,Parker Mtn,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,135,15,150,135,15,150,134,14,148,,,,135,15,150,135,15,150,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,135,15,150,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,135,15,150,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
PB5077,Parker Mtn,Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,45,5,50,45,5,50,44,5,49,,,,45,5,50,45,5,50,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,45,5,50,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,45,5,50,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
