hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,remaining_unresolved_bucket,remaining_review_required,reviewed_hunt_name,reviewed_species,reviewed_usable_reviewed_source_count,reviewed_usable_reviewed_value_source_count,reviewed_usable_reviewed_unique_value_count,reviewed_reviewed_consensus_res,reviewed_reviewed_consensus_nr,reviewed_reviewed_consensus_total,reviewed_reviewed_consensus_source_count,reviewed_reviewed_consensus_status,reviewed_all_reviewed_values,reviewed_usable_source_files,reviewed_all_source_roles,reviewed_permit_resolution_status,reviewed_permit_resolution_note
EA1266,"Box Elder, Hansel Mtn",Elk,Antlerless,Any Legal Weapon,General Season,Aug 01 2025 - Jan 31 2026,HANUMBER|HUNTTABLE|DATABASE,18,2,20,27,3,30,,,,,,,18,2,20,18,2,20,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HUNTTABLE,1,27,3,30,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Box Elder, Hansel Mtn",Elk,2,2,1,18,2,20,2,REVIEWED_CONSENSUS,18/2/20:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
EA1267,Cache,Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,HANUMBER|HUNTTABLE|DATABASE,81,9,90,180,20,200,,,,,,,81,9,90,81,9,90,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,81,9,90,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Cache,Elk,2,2,1,81,9,90,2,REVIEWED_CONSENSUS,81/9/90:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
EA1269,Ogden (Excludes Hyrum),Elk,Antlerless,Any Legal Weapon,General Season,Dec 01 2025 - Dec 31 2025,HANUMBER|HUNTTABLE|DATABASE,180,20,200,270,30,300,,,,,,,180,20,200,180,20,200,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HUNTTABLE,1,270,30,300,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Ogden (Excludes Hyrum),Elk,2,2,1,180,20,200,2,REVIEWED_CONSENSUS,180/20/200:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
EA1284,Panguitch Lake,Elk,Antlerless,Muzzleloader,General Season,Oct 29 2025 - Nov 06 2025,HANUMBER|HUNTTABLE|DATABASE,31,4,35,49,6,55,,,,,,,31,4,35,31,4,35,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HUNTTABLE,1,49,6,55,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Panguitch Lake,Elk,2,2,1,31,4,35,2,REVIEWED_CONSENSUS,31/4/35:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
EA1285,Panguitch Lake,Elk,Antlerless,Any Legal Weapon,General Season,Dec 13 2025 - Dec 21 2025,HANUMBER|HUNTTABLE|DATABASE,31,4,35,22,3,25,,,,,,,31,4,35,31,4,35,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,31,4,35,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Panguitch Lake,Elk,2,2,1,31,4,35,2,REVIEWED_CONSENSUS,31/4/35:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
EA2033,Kamas,Elk,Antlerless,Archery,General Season,Aug 16 2025 - Sep 17 2025,HANUMBER|HUNTTABLE|DATABASE,225,25,250,180,20,200,,,,,,,225,25,250,225,25,250,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,225,25,250,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Kamas,Elk,2,2,1,225,25,250,2,REVIEWED_CONSENSUS,225/25/250:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,HANUMBER|HUNTTABLE|DATABASE,54,6,60,63,7,70,,,,,,,54,6,60,54,6,60,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HUNTTABLE,1,63,7,70,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Oquirrh-Stansbury, East",Elk,2,2,1,54,6,60,2,REVIEWED_CONSENSUS,54/6/60:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
MA1005,Morgan-South Rich,Moose,Antlerless,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,HANUMBER|HUNTTABLE|DATABASE,6,1,7,2,1,3,,,,,,,6,1,7,6,1,7,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,6,1,7,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Morgan-South Rich,Moose,2,2,1,6,1,7,2,REVIEWED_CONSENSUS,6/1/7:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
MA1007,Morgan-South Rich,Moose,Antlerless,Archery,Limited Entry,Aug 01 2025 - Sep 19 2025,HANUMBER|HUNTTABLE|DATABASE,3,0,3,2,0,2,,,,,,,3,0,3,3,0,3,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,3,0,3,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Morgan-South Rich,Moose,2,2,1,3,0,3,2,REVIEWED_CONSENSUS,3/0/3:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,HANUMBER|HUNTTABLE|DATABASE,4,1,5,2,0,2,,,,,,,4,1,5,4,1,5,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,4,1,5,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,2,2,1,4,1,5,2,REVIEWED_CONSENSUS,4/1/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
PD1000,"Box Elder, Snowville",Pronghorn,Doe,Any Legal Weapon,General Season,Nov 08 2025 - Dec 07 2025,HANUMBER|HUNTTABLE|DATABASE,72,8,80,36,4,40,,,,,,,72,8,80,72,8,80,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,72,8,80,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Box Elder, Snowville",Pronghorn,2,2,1,72,8,80,2,REVIEWED_CONSENSUS,72/8/80:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn doe all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
PD1012,"Box Elder, Promontory",Pronghorn,Doe,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,HANUMBER|HUNTTABLE|DATABASE,22,3,25,18,2,20,,,,,,,22,3,25,22,3,25,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,22,3,25,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Box Elder, Promontory",Pronghorn,2,2,1,22,3,25,2,REVIEWED_CONSENSUS,22/3/25:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn doe all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
PD1016,Zane CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,HANUMBER|HUNTTABLE|DATABASE,4,0,4,,,6,,,,,,,4,0,4,4,0,4,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,true_source_conflicts,HANUMBER,1,4,0,4,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,,,0,0,0,,,,0,NO_REVIEWED_ROW,,,,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
PD1017,"Box Elder, West",Pronghorn,Doe,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,HANUMBER|HUNTTABLE|DATABASE,49,6,55,31,4,35,,,,,,,49,6,55,49,6,55,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,49,6,55,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Box Elder, West",Pronghorn,2,2,1,49,6,55,2,REVIEWED_CONSENSUS,49/6/55:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn doe all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
PD1026,Pahvant Ensign CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,HANUMBER|HUNTTABLE|DATABASE,4,0,4,,,6,,,,,,,4,0,4,4,0,4,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,true_source_conflicts,HANUMBER,1,4,0,4,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,,,0,0,0,,,,0,NO_REVIEWED_ROW,,,,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
PD1044,Vernal-Ouray Valley,Pronghorn,Doe,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,HANUMBER|HUNTTABLE|DATABASE,9,1,10,4,1,5,,,,,,,9,1,10,9,1,10,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,9,1,10,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Vernal-Ouray Valley,Pronghorn,2,2,1,9,1,10,2,REVIEWED_CONSENSUS,9/1/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn doe all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
PD1056,Parker Mtn,Pronghorn,Doe,Any Legal Weapon,General Season,Dec 13 2025 - Dec 21 2025,HANUMBER|HUNTTABLE|DATABASE,36,4,40,63,4,67,,,,,,,36,4,40,36,4,40,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HUNTTABLE,1,63,4,67,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,Parker Mtn,Pronghorn,2,2,1,36,4,40,2,REVIEWED_CONSENSUS,36/4/40:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn doe all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
PD1057,"Parker Mtn, Highlands",Pronghorn,Doe,Any Legal Weapon,General Season,Oct 08 2025 - Oct 16 2025,HANUMBER|HUNTTABLE|DATABASE,31,4,35,27,3,30,,,,,,,31,4,35,31,4,35,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER,1,31,4,35,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Parker Mtn, Highlands",Pronghorn,2,2,1,31,4,35,2,REVIEWED_CONSENSUS,31/4/35:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn doe all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
PD1059,"Parker Mtn, Plains",Pronghorn,Doe,Any Legal Weapon,General Season,Oct 08 2025 - Oct 16 2025,HANUMBER|HUNTTABLE|DATABASE,27,3,30,31,4,35,,,,,,,27,3,30,27,3,30,HANUMBER,REVIEW_SOURCE_CONFLICT,1,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: hunttable.",OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HUNTTABLE,1,31,4,35,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,true,"Parker Mtn, Plains",Pronghorn,2,2,1,27,3,30,2,REVIEWED_CONSENSUS,27/3/30:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn doe all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,SUPPORTS_REVIEWED_VALUE_WITH_REMAINING_CONFLICT,"Reviewed value matches HANUMBER, DATABASE but conflicts with HUNTTABLE."
BR7307,La Sal,Black Bear,Either Sex,Multiseason,Multiseason - Conservation,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,4,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,TOTAL_ONLY,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,La Sal,Black Bear,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 black bear permits reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER|SUPERSEDED_FRAGMENT_DO_NOT_USE_FOR_CANONICAL,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Multiseason,Conservation,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 black bear permits reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER|SUPERSEDED_FRAGMENT_DO_NOT_USE_FOR_CANONICAL,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
DB1056,Book Cliffs (North & South),Deer,Buck,Any Legal Weapon,Conservation,"Oct 17, 2026 - Oct 25, 2026",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,4,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Book Cliffs (North & South),Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
DB1075,Book Cliffs (North & South),Deer,Buck,Archery,Conservation,Aug 16 2025 - Sept 12 2025,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Book Cliffs (North & South),Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
